heart_rate,spo2,label
85.0,97.13,Normal
56.7,84.59,Danger
116.3,98.01,Warning
52.1,72.82,Danger
98.0,96.24,Normal
102.9,99.52,Warning
116.3,95.46,Warning
91.9,75.77,Danger
27.6,95.16,Danger
94.0,98.11,Normal
123.6,83.16,Danger
31.9,84.85,Danger
61.0,95.64,Normal
51.3,96.64,Warning
173.6,89.63,Danger
29.9,80.22,Danger
52.4,72.47,Danger
65.0,97.51,Normal
71.8,93.93,Warning
122.9,72.08,Danger
79.0,99.98,Normal
108.0,84.02,Danger
82.0,99.56,Normal
67.0,98.85,Normal
116.2,98.98,Warning
60.9,78.14,Danger
57.8,96.18,Warning
65.5,74.95,Danger
108.0,98.7,Warning
86.0,99.22,Normal
103.4,95.12,Warning
63.0,97.72,Normal
53.7,95.51,Warning
90.0,98.33,Normal
82.2,93.21,Warning
103.9,95.23,Warning
110.5,96.48,Warning
82.2,91.76,Warning
58.4,98.77,Warning
98.0,96.33,Normal
66.0,95.69,Normal
29.2,97.01,Danger
87.0,95.87,Normal
21.3,84.18,Danger
58.6,98.41,Warning
38.9,90.97,Danger
93.0,99.89,Normal
65.0,99.73,Normal
93.0,96.37,Normal
28.7,81.57,Danger
69.0,99.22,Normal
95.0,97.1,Normal
54.9,96.52,Warning
67.6,94.86,Warning
120.2,86.16,Danger
30.1,88.95,Danger
63.0,97.68,Normal
67.0,95.86,Normal
95.0,99.08,Normal
93.0,97.5,Normal
65.4,82.91,Danger
57.2,77.63,Danger
52.6,95.06,Warning
123.0,88.71,Danger
101.7,95.35,Warning
90.0,98.15,Normal
73.8,78.87,Danger
155.9,89.61,Danger
129.2,84.77,Danger
65.7,90.08,Warning
107.1,96.69,Warning
72.0,98.26,Normal
93.0,99.84,Normal
29.9,97.44,Danger
73.0,99.76,Normal
84.4,93.73,Warning
45.4,97.62,Danger
52.9,72.22,Danger
91.7,79.72,Danger
102.0,99.36,Warning
94.9,93.34,Warning
116.9,95.32,Warning
90.0,95.74,Normal
60.0,95.77,Normal
114.9,95.47,Warning
102.6,95.23,Warning
116.4,98.3,Warning
115.5,97.57,Warning
67.0,97.24,Normal
92.0,96.67,Normal
71.5,92.06,Warning
21.6,89.13,Danger
53.1,99.45,Warning
98.0,98.97,Normal
175.1,89.36,Danger
92.0,96.15,Normal
109.1,98.79,Warning
158.7,83.7,Danger
102.8,96.22,Warning
96.0,96.92,Normal
116.1,95.94,Warning
73.0,99.4,Normal
106.5,98.67,Warning
22.7,92.74,Danger
83.0,99.44,Normal
38.4,80.22,Danger
122.5,74.17,Danger
107.0,99.4,Warning
101.8,98.7,Warning
35.7,95.26,Danger
104.6,99.54,Warning
69.0,99.28,Normal
66.5,92.28,Warning
26.3,99.88,Danger
61.0,96.8,Normal
109.4,98.89,Warning
93.0,95.94,Normal
91.0,96.63,Normal
88.0,96.94,Normal
82.1,94.49,Warning
82.2,91.97,Warning
104.9,98.13,Warning
28.8,93.09,Danger
52.5,96.95,Warning
111.2,96.4,Warning
62.0,97.1,Normal
68.4,91.78,Warning
89.5,90.67,Warning
78.0,95.63,Normal
88.0,98.1,Normal
110.8,72.21,Danger
69.0,95.95,Normal
108.6,99.63,Warning
116.9,74.76,Danger
114.1,97.89,Warning
51.6,95.8,Warning
67.0,95.43,Normal
105.0,95.04,Warning
55.4,96.57,Warning
101.7,97.9,Warning
112.4,86.8,Danger
64.0,93.9,Warning
73.0,99.69,Normal
93.0,97.25,Normal
21.7,97.47,Danger
74.0,96.2,Normal
165.4,96.89,Danger
154.3,87.34,Danger
74.0,95.36,Normal
114.3,88.24,Danger
96.0,98.55,Normal
53.8,95.97,Warning
99.0,97.67,Normal
93.3,92.35,Warning
169.3,91.99,Danger
78.5,81.74,Danger
68.0,95.05,Normal
90.2,93.77,Warning
83.0,96.63,Normal
82.0,99.81,Normal
60.5,77.73,Danger
28.0,91.24,Danger
65.0,96.44,Normal
72.4,77.74,Danger
84.0,97.76,Normal
92.0,99.27,Normal
66.0,97.42,Normal
164.6,88.43,Danger
64.0,95.57,Normal
96.0,99.08,Normal
62.9,94.54,Warning
47.6,88.19,Danger
98.0,98.62,Normal
76.0,98.92,Normal
76.9,87.99,Danger
128.5,89.4,Danger
57.1,95.56,Warning
88.0,96.32,Normal
127.8,96.04,Danger
52.6,95.13,Warning
88.0,97.74,Normal
152.5,83.82,Danger
66.0,95.81,Normal
94.0,95.08,Normal
58.4,70.13,Danger
90.0,98.89,Normal
160.1,85.76,Danger
102.8,98.1,Warning
25.7,93.12,Danger
39.7,97.54,Danger
24.7,81.58,Danger
57.4,96.45,Warning
91.0,96.13,Normal
138.4,82.01,Danger
54.5,95.85,Warning
122.1,87.88,Danger
51.5,96.02,Warning
36.0,99.32,Danger
59.5,82.39,Danger
110.1,97.98,Warning
95.0,97.65,Normal
106.4,86.23,Danger
111.0,78.48,Danger
86.3,90.14,Warning
55.2,99.03,Warning
22.0,98.51,Danger
52.1,99.09,Warning
81.8,90.16,Warning
46.5,99.74,Danger
37.7,94.84,Danger
62.0,96.71,Normal
86.0,96.19,Normal
71.7,85.19,Danger
72.0,98.06,Normal
61.0,97.82,Normal
96.0,96.6,Normal
81.1,90.33,Warning
82.0,98.86,Normal
60.0,97.02,Normal
70.3,93.42,Warning
99.0,99.18,Normal
143.1,90.55,Danger
63.9,90.56,Warning
71.0,80.27,Danger
71.0,90.79,Warning
46.1,92.81,Danger
85.0,99.51,Normal
25.6,81.22,Danger
85.9,90.84,Warning
39.8,89.09,Danger
142.3,87.89,Danger
116.5,95.1,Warning
115.3,96.56,Warning
93.0,96.79,Normal
40.7,92.15,Danger
58.2,95.7,Warning
96.0,98.32,Normal
176.6,88.03,Danger
110.1,99.03,Warning
80.0,98.42,Normal
81.0,98.68,Normal
71.0,92.45,Warning
132.6,93.89,Danger
73.7,93.2,Warning
167.9,86.24,Danger
83.0,95.64,Normal
75.8,71.17,Danger
75.8,94.06,Warning
78.0,99.31,Normal
86.0,99.17,Normal
55.9,96.1,Warning
91.0,97.6,Normal
56.1,98.91,Warning
76.0,97.59,Normal
53.8,81.75,Danger
66.0,99.12,Normal
154.7,88.27,Danger
141.8,99.04,Danger
96.0,95.7,Normal
30.5,96.71,Danger
36.2,80.12,Danger
85.2,91.85,Warning
97.0,97.75,Normal
42.1,81.19,Danger
151.0,95.13,Danger
33.9,92.06,Danger
95.0,96.53,Normal
95.2,83.34,Danger
48.5,80.36,Danger
70.0,95.85,Normal
32.2,91.51,Danger
69.7,86.12,Danger
31.6,93.59,Danger
70.0,98.12,Normal
89.0,98.75,Normal
54.9,95.0,Warning
73.0,95.25,Normal
36.5,90.21,Danger
53.0,98.74,Warning
97.0,95.41,Normal
94.9,92.09,Warning
163.3,83.29,Danger
82.0,99.9,Normal
176.0,94.04,Danger
102.2,98.98,Warning
70.0,91.68,Warning
80.2,94.06,Warning
78.0,97.32,Normal
55.0,99.6,Warning
72.7,94.36,Warning
90.0,77.28,Danger
77.0,99.68,Normal
141.2,89.24,Danger
85.0,96.13,Normal
52.3,95.69,Warning
55.4,98.54,Warning
80.0,97.46,Normal
123.7,94.75,Danger
118.2,96.59,Warning
78.8,79.08,Danger
84.0,95.72,Normal
169.7,85.76,Danger
110.1,95.02,Warning
147.7,95.41,Danger
154.6,81.17,Danger
111.9,95.1,Warning
148.8,89.02,Danger
92.0,97.47,Normal
110.5,99.17,Warning
179.6,98.09,Danger
30.1,80.48,Danger
32.2,97.01,Danger
82.0,98.48,Normal
95.0,95.44,Normal
67.0,95.43,Normal
31.5,85.77,Danger
28.9,94.79,Danger
72.0,95.19,Normal
96.7,91.52,Warning
107.4,99.78,Warning
77.4,93.38,Warning
88.0,95.06,Normal
21.3,86.17,Danger
103.9,96.23,Warning
85.0,97.54,Normal
33.2,92.7,Danger
54.2,97.37,Warning
151.0,92.18,Danger
108.4,95.2,Warning
22.7,91.17,Danger
27.5,99.69,Danger
85.0,98.42,Normal
82.0,98.31,Normal
66.0,96.08,Normal
65.0,95.09,Normal
23.6,98.8,Danger
81.2,77.59,Danger
105.4,97.62,Warning
175.5,91.93,Danger
82.6,78.67,Danger
112.4,98.2,Warning
57.2,99.25,Warning
56.4,78.45,Danger
79.2,76.9,Danger
62.0,96.74,Normal
82.0,95.03,Normal
88.7,92.0,Warning
98.3,92.96,Warning
86.0,97.0,Normal
92.0,97.31,Normal
130.9,94.61,Danger
85.0,98.13,Normal
77.0,97.86,Normal
57.1,77.36,Danger
65.9,92.2,Warning
93.5,78.55,Danger
77.0,96.7,Normal
75.7,93.0,Warning
43.0,84.52,Danger
90.9,82.2,Danger
52.6,73.04,Danger
83.0,90.82,Warning
73.3,94.25,Warning
67.7,93.76,Warning
25.0,85.39,Danger
126.8,71.03,Danger
86.1,92.61,Warning
95.0,95.49,Normal
52.0,95.83,Warning
76.0,98.0,Normal
90.0,99.19,Normal
64.0,97.87,Normal
31.1,97.19,Danger
163.2,94.57,Danger
106.4,98.99,Warning
138.8,82.5,Danger
86.1,94.61,Warning
68.0,99.89,Normal
93.0,99.46,Normal
109.5,95.91,Warning
72.0,99.39,Normal
52.9,75.64,Danger
75.0,96.42,Normal
95.0,99.28,Normal
103.6,98.85,Warning
155.8,92.7,Danger
53.7,98.54,Warning
54.0,97.48,Warning
55.7,95.59,Warning
86.0,97.28,Normal
83.8,92.97,Warning
96.0,98.25,Normal
38.2,90.73,Danger
124.3,82.95,Danger
87.2,85.45,Danger
60.0,96.12,Normal
57.6,99.55,Warning
51.4,97.79,Warning
60.2,94.04,Warning
79.0,99.02,Normal
57.9,85.27,Danger
115.4,98.02,Warning
67.0,95.04,Normal
33.4,90.3,Danger
65.0,97.54,Normal
96.0,97.7,Normal
53.6,97.48,Warning
61.0,96.25,Normal
81.0,97.3,Normal
71.0,99.29,Normal
54.8,99.17,Warning
169.3,95.58,Danger
71.0,98.56,Normal
105.5,98.43,Warning
54.5,97.7,Warning
55.2,74.58,Danger
56.3,96.4,Warning
67.0,96.75,Normal
77.0,99.78,Normal
57.5,98.25,Warning
80.0,98.82,Normal
95.7,94.55,Warning
81.3,92.88,Warning
57.6,97.48,Warning
88.0,97.72,Normal
47.3,99.43,Danger
71.8,93.47,Warning
82.0,98.39,Normal
45.3,90.38,Danger
73.4,90.05,Warning
71.0,95.82,Normal
92.0,97.04,Normal
46.3,98.19,Danger
143.0,94.35,Danger
80.0,96.72,Normal
61.0,97.7,Normal
122.7,81.46,Danger
51.3,97.08,Warning
178.3,96.26,Danger
79.8,91.19,Warning
55.8,95.04,Warning
67.6,78.68,Danger
92.6,90.88,Warning
101.4,95.14,Warning
27.2,95.9,Danger
80.0,95.12,Normal
90.0,97.48,Normal
48.1,90.52,Danger
171.3,91.31,Danger
70.9,84.5,Danger
65.6,72.12,Danger
63.0,96.19,Normal
56.6,98.42,Warning
123.9,94.5,Danger
26.4,87.05,Danger
97.0,99.22,Normal
73.0,99.18,Normal
112.7,99.36,Warning
59.9,85.83,Danger
173.7,90.95,Danger
173.8,92.51,Danger
58.2,95.51,Warning
28.2,82.59,Danger
95.3,90.34,Warning
106.2,97.02,Warning
78.0,99.72,Normal
104.0,95.32,Warning
135.7,87.6,Danger
69.0,98.38,Normal
31.4,81.45,Danger
83.0,96.84,Normal
101.9,78.53,Danger
28.1,84.19,Danger
110.9,96.3,Warning
82.6,94.33,Warning
169.9,83.87,Danger
175.6,91.79,Danger
117.1,96.98,Warning
91.9,92.86,Warning
69.2,91.88,Warning
98.2,91.78,Warning
57.7,96.41,Warning
60.0,98.51,Normal
62.0,95.64,Normal
99.3,92.38,Warning
34.2,87.2,Danger
155.2,93.89,Danger
132.5,88.18,Danger
135.4,88.83,Danger
89.0,95.69,Normal
31.9,82.5,Danger
52.0,96.25,Warning
52.9,96.03,Warning
58.1,79.93,Danger
106.5,99.12,Warning
64.0,95.24,Normal
70.0,97.68,Normal
104.7,95.23,Warning
63.0,95.55,Normal
64.0,74.91,Danger
85.3,74.94,Danger
85.0,96.84,Normal
25.7,81.88,Danger
71.0,95.34,Normal
156.5,87.04,Danger
67.0,95.93,Normal
110.4,99.67,Warning
74.0,95.31,Normal
68.0,98.15,Normal
109.4,96.48,Warning
84.7,74.17,Danger
79.1,91.06,Warning
56.2,99.45,Warning
95.7,91.15,Warning
107.8,97.65,Warning
102.7,96.84,Warning
111.2,95.78,Warning
107.1,99.72,Warning
81.0,96.6,Normal
54.0,99.35,Warning
83.0,99.28,Normal
61.1,90.26,Warning
104.8,97.48,Warning
73.0,99.69,Normal
94.0,98.23,Normal
74.0,96.52,Normal
51.1,95.2,Warning
77.3,76.8,Danger
79.2,91.96,Warning
144.7,92.48,Danger
54.3,96.27,Warning
104.3,96.63,Warning
104.3,99.08,Warning
128.6,88.45,Danger
69.0,96.08,Normal
56.0,95.3,Warning
91.0,99.03,Normal
102.1,97.67,Warning
116.2,96.76,Warning
74.0,95.48,Normal
108.7,97.63,Warning
86.0,97.17,Normal
30.8,95.33,Danger
73.0,95.01,Normal
56.6,96.42,Warning
84.0,96.92,Normal
65.0,97.58,Normal
158.8,93.24,Danger
54.4,97.06,Warning
51.3,97.18,Warning
55.4,98.1,Warning
37.0,96.1,Danger
125.1,82.97,Danger
32.6,97.54,Danger
71.0,99.45,Normal
168.9,89.22,Danger
112.3,95.43,Warning
149.8,86.97,Danger
105.2,95.95,Warning
81.0,96.17,Normal
89.9,72.08,Danger
27.1,89.48,Danger
83.0,98.82,Normal
97.5,94.24,Warning
80.0,98.24,Normal
163.3,94.23,Danger
91.0,95.74,Normal
22.7,80.05,Danger
72.0,95.56,Normal
78.0,99.42,Normal
21.4,83.27,Danger
95.1,90.27,Warning
128.7,84.33,Danger
92.2,81.93,Danger
123.9,86.55,Danger
88.0,95.79,Normal
70.3,91.64,Warning
28.0,91.6,Danger
168.4,97.74,Danger
36.7,93.56,Danger
105.1,97.91,Warning
94.0,97.92,Normal
37.7,96.38,Danger
101.6,88.84,Danger
90.9,90.22,Warning
114.8,95.03,Warning
79.1,94.63,Warning
105.9,98.31,Warning
73.2,80.17,Danger
91.0,97.14,Normal
156.8,82.07,Danger
30.6,85.82,Danger
98.0,87.89,Danger
53.3,95.5,Warning
116.5,71.87,Danger
82.0,98.49,Normal
79.1,82.78,Danger
34.7,92.95,Danger
114.2,86.95,Danger
93.3,94.74,Warning
66.0,95.59,Normal
130.0,97.44,Danger
109.3,97.51,Warning
84.0,98.26,Normal
63.8,91.62,Warning
52.4,81.23,Danger
81.5,92.53,Warning
58.2,97.41,Warning
56.2,96.38,Warning
56.4,98.95,Warning
112.6,95.79,Warning
51.2,98.93,Warning
82.0,96.11,Normal
152.1,86.16,Danger
69.0,98.29,Normal
71.0,95.05,Normal
97.5,93.96,Warning
90.4,91.93,Warning
89.0,99.32,Normal
82.0,96.08,Normal
71.0,97.89,Normal
166.5,86.62,Danger
80.0,98.42,Normal
86.0,95.03,Normal
77.6,88.25,Danger
96.0,96.3,Normal
53.5,76.08,Danger
113.0,99.36,Warning
20.2,94.3,Danger
82.4,93.5,Warning
87.0,97.81,Normal
74.2,83.31,Danger
124.9,89.51,Danger
41.5,88.62,Danger
121.0,87.95,Danger
99.0,98.38,Normal
107.0,73.77,Danger
113.1,96.6,Warning
57.0,95.1,Warning
71.4,94.42,Warning
93.0,99.05,Normal
74.4,72.47,Danger
75.3,90.27,Warning
61.4,82.4,Danger
82.0,97.09,Normal
28.3,81.77,Danger
155.0,97.87,Danger
156.3,89.04,Danger
66.0,96.29,Normal
118.3,99.58,Warning
85.0,98.27,Normal
108.6,98.99,Warning
82.0,96.65,Normal
70.7,72.34,Danger
67.0,98.18,Normal
163.3,94.71,Danger
110.3,96.71,Warning
98.4,94.49,Warning
62.0,96.59,Normal
22.5,81.7,Danger
93.0,96.12,Normal
76.0,99.11,Normal
83.0,98.66,Normal
93.1,90.22,Warning
58.4,95.46,Warning
99.0,96.96,Normal
89.0,97.35,Normal
99.0,97.11,Normal
81.4,76.25,Danger
70.3,92.71,Warning
65.0,95.65,Normal
116.5,97.31,Warning
117.9,95.61,Warning
82.0,96.06,Normal
83.0,99.66,Normal
104.6,95.91,Warning
58.6,96.44,Warning
70.9,91.86,Warning
72.0,99.95,Normal
42.3,89.64,Danger
112.7,99.38,Warning
164.7,81.24,Danger
129.7,95.78,Danger
98.0,97.0,Normal
33.3,89.63,Danger
93.2,79.9,Danger
43.7,85.77,Danger
63.0,96.9,Normal
64.4,93.85,Warning
70.0,95.58,Normal
80.0,96.37,Normal
87.0,99.15,Normal
53.6,95.51,Warning
54.0,98.14,Warning
42.5,94.22,Danger
31.6,90.79,Danger
53.0,97.41,Warning
92.0,95.61,Normal
88.0,99.31,Normal
121.1,98.11,Danger
65.0,95.78,Normal
97.0,98.53,Normal
94.5,93.5,Warning
76.6,91.97,Warning
88.0,97.26,Normal
43.3,95.97,Danger
37.3,84.68,Danger
55.8,97.12,Warning
76.0,95.98,Normal
78.3,94.4,Warning
96.0,96.63,Normal
76.8,74.5,Danger
78.0,99.07,Normal
74.0,96.84,Normal
110.6,97.96,Warning
82.0,95.04,Normal
64.5,92.67,Warning
69.0,99.58,Normal
88.0,95.29,Normal
98.0,96.36,Normal
146.0,81.59,Danger
162.6,84.55,Danger
79.0,98.35,Normal
80.0,99.92,Normal
97.8,94.08,Warning
92.9,87.49,Danger
104.0,98.96,Warning
123.0,84.55,Danger
133.5,84.87,Danger
87.0,97.91,Normal
168.8,96.28,Danger
76.1,89.46,Danger
79.2,94.12,Warning
93.0,97.71,Normal
79.0,98.69,Normal
73.0,96.57,Normal
69.0,95.1,Normal
93.0,98.32,Normal
107.4,96.87,Warning
21.9,87.87,Danger
76.0,99.07,Normal
165.2,83.95,Danger
73.0,95.51,Normal
116.5,95.93,Warning
46.8,83.6,Danger
86.0,99.22,Normal
72.0,95.33,Normal
179.1,81.98,Danger
99.0,95.17,Normal
122.8,87.1,Danger
85.3,78.74,Danger
102.9,95.19,Warning
51.6,97.32,Warning
80.1,92.25,Warning
57.7,99.2,Warning
117.8,96.27,Warning
96.0,95.11,Normal
34.6,92.11,Danger
148.5,89.34,Danger
83.0,95.2,Normal
52.1,98.58,Warning
58.6,98.95,Warning
69.0,95.14,Normal
86.0,96.12,Normal
86.4,81.87,Danger
79.7,91.17,Warning
73.0,98.0,Normal
40.2,81.27,Danger
108.9,96.9,Warning
89.0,95.7,Normal
57.9,95.27,Warning
101.8,82.58,Danger
81.0,97.06,Normal
53.3,95.62,Warning
25.7,88.9,Danger
164.9,94.92,Danger
65.0,95.87,Normal
58.7,98.34,Warning
22.7,90.95,Danger
109.7,95.42,Warning
51.9,85.59,Danger
60.0,99.75,Normal
92.0,80.47,Danger
30.5,95.06,Danger
74.5,94.04,Warning
106.3,97.62,Warning
133.4,96.45,Danger
94.0,95.15,Normal
65.0,99.37,Normal
107.8,95.85,Warning
56.4,95.43,Warning
24.3,84.71,Danger
105.8,98.04,Warning
94.0,99.27,Normal
91.0,98.5,Normal
39.3,95.15,Danger
144.1,93.28,Danger
37.0,90.38,Danger
128.0,81.2,Danger
78.0,98.16,Normal
62.0,99.82,Normal
136.4,94.0,Danger
99.0,97.65,Normal
83.0,95.79,Normal
74.0,98.03,Normal
75.0,97.95,Normal
93.0,97.67,Normal
68.0,96.81,Normal
105.4,99.15,Warning
101.8,97.71,Warning
79.8,78.88,Danger
80.4,86.53,Danger
29.0,97.46,Danger
51.2,97.5,Warning
29.4,84.93,Danger
115.9,96.4,Warning
91.0,95.99,Normal
64.3,92.32,Warning
40.9,90.41,Danger
142.3,93.85,Danger
103.5,95.11,Warning
86.0,98.63,Normal
127.3,85.1,Danger
53.7,96.01,Warning
163.9,93.5,Danger
117.7,98.59,Warning
89.0,95.12,Normal
95.0,97.47,Normal
111.9,98.67,Warning
107.8,98.45,Warning
168.2,83.85,Danger
87.0,98.03,Normal
69.8,93.28,Warning
61.0,96.69,Normal
95.2,70.23,Danger
69.0,96.92,Normal
62.0,97.46,Normal
98.5,92.51,Warning
98.1,85.57,Danger
133.7,86.68,Danger
125.0,94.54,Danger
90.0,97.01,Normal
72.7,76.83,Danger
48.0,99.44,Danger
56.6,97.79,Warning
104.9,97.87,Warning
153.5,85.05,Danger
58.8,98.38,Warning
97.0,95.35,Normal
90.1,93.71,Warning
143.4,96.34,Danger
106.8,95.28,Warning
99.7,90.61,Warning
93.4,92.44,Warning
99.0,95.62,Normal
48.0,86.55,Danger
32.5,98.38,Danger
74.0,95.77,Normal
57.4,97.54,Warning
33.3,97.2,Danger
80.9,94.57,Warning
91.0,99.97,Normal
55.7,96.1,Warning
66.0,99.51,Normal
123.0,72.12,Danger
44.1,87.69,Danger
85.0,98.72,Normal
78.0,95.09,Normal
113.5,98.9,Warning
108.1,97.29,Warning
177.7,98.99,Danger
28.0,84.3,Danger
50.3,87.64,Danger
64.0,99.03,Normal
52.5,95.48,Warning
84.0,95.45,Normal
42.4,84.13,Danger
64.2,92.12,Warning
77.0,95.04,Normal
60.0,98.22,Normal
98.0,97.42,Normal
76.3,93.34,Warning
115.0,95.91,Warning
20.9,84.93,Danger
51.6,99.24,Warning
111.2,95.12,Warning
110.0,77.88,Danger
115.6,99.73,Warning
37.2,85.3,Danger
72.7,91.25,Warning
55.9,99.46,Warning
61.0,96.05,Normal
34.8,95.31,Danger
75.0,96.4,Normal
77.0,97.6,Normal
92.0,99.8,Normal
73.0,97.79,Normal
73.3,92.81,Warning
79.0,97.68,Normal
125.8,98.96,Danger
60.0,95.19,Normal
74.0,96.71,Normal
121.5,84.25,Danger
121.6,81.53,Danger
70.7,93.99,Warning
54.1,97.22,Warning
58.3,98.78,Warning
60.5,90.91,Warning
95.0,96.6,Normal
85.6,83.84,Danger
56.6,98.0,Warning
21.0,94.31,Danger
86.0,99.18,Normal
78.0,97.48,Normal
91.0,97.25,Normal
57.6,97.03,Warning
52.1,96.51,Warning
85.0,95.61,Normal
145.9,87.57,Danger
127.0,86.84,Danger
81.0,97.45,Normal
72.0,99.06,Normal
93.0,96.07,Normal
43.1,90.23,Danger
76.4,70.7,Danger
105.2,95.03,Warning
90.1,78.9,Danger
64.0,96.56,Normal
74.6,86.36,Danger
98.0,95.61,Normal
33.5,93.82,Danger
126.4,89.56,Danger
83.0,99.13,Normal
69.0,99.87,Normal
53.1,71.74,Danger
66.0,97.68,Normal
73.0,95.08,Normal
68.0,96.77,Normal
109.3,99.27,Warning
20.6,96.31,Danger
83.0,95.53,Normal
50.8,88.92,Danger
106.9,97.3,Warning
91.0,99.46,Normal
44.2,83.38,Danger
67.0,98.17,Normal
112.0,95.5,Warning
58.5,95.44,Warning
146.6,91.46,Danger
47.0,98.58,Danger
52.9,96.82,Warning
28.6,84.8,Danger
70.0,95.42,Normal
95.9,90.13,Warning
97.1,93.47,Warning
164.1,88.73,Danger
69.0,97.82,Normal
27.6,84.98,Danger
47.4,95.34,Danger
110.8,98.75,Warning
177.5,80.65,Danger
75.0,99.48,Normal
57.1,85.98,Danger
104.0,98.42,Warning
121.5,85.5,Danger
58.2,97.51,Warning
81.7,77.59,Danger
80.0,98.64,Normal
93.0,96.66,Normal
105.9,96.61,Warning
52.0,84.41,Danger
65.0,99.09,Normal
113.3,98.92,Warning
52.5,95.8,Warning
110.8,97.69,Warning
102.3,98.04,Warning
109.6,74.36,Danger
98.3,94.23,Warning
34.9,96.27,Danger
75.0,95.97,Normal
75.0,97.6,Normal
65.0,98.02,Normal
21.6,85.17,Danger
54.1,96.99,Warning
68.3,91.94,Warning
126.4,85.3,Danger
167.3,98.26,Danger
169.8,90.28,Danger
56.0,99.46,Warning
116.0,96.23,Warning
70.0,95.49,Normal
44.5,93.44,Danger
55.5,95.87,Warning
85.0,98.51,Normal
117.6,97.47,Warning
27.2,80.64,Danger
52.2,95.93,Warning
37.6,80.25,Danger
84.0,90.27,Warning
121.1,84.2,Danger
52.8,95.55,Warning
86.5,93.13,Warning
79.0,99.45,Normal
103.0,96.68,Warning
81.0,97.36,Normal
86.0,96.64,Normal
103.8,96.4,Warning
51.3,98.95,Warning
81.0,95.71,Normal
93.0,70.65,Danger
69.0,93.47,Warning
62.7,90.94,Warning
28.0,99.23,Danger
90.4,93.33,Warning
89.0,96.88,Normal
22.4,81.67,Danger
97.0,98.7,Normal
108.5,96.92,Warning
105.8,70.69,Danger
64.9,93.36,Warning
84.0,95.62,Normal
118.8,88.88,Danger
68.3,81.63,Danger
61.7,90.33,Warning
86.0,96.45,Normal
54.4,99.24,Warning
68.0,98.43,Normal
81.4,93.0,Warning
113.4,97.1,Warning
58.2,98.32,Warning
55.7,98.38,Warning
28.9,99.9,Danger
59.7,75.01,Danger
112.1,96.43,Warning
73.0,99.22,Normal
63.0,96.76,Normal
107.0,95.39,Warning
92.0,97.2,Normal
66.3,93.49,Warning
119.4,77.07,Danger
24.5,83.68,Danger
73.0,99.15,Normal
109.2,96.3,Warning
92.0,99.34,Normal
108.0,97.2,Warning
142.8,83.5,Danger
87.0,95.99,Normal
72.4,81.39,Danger
67.0,96.87,Normal
132.2,82.7,Danger
46.4,95.17,Danger
97.0,96.59,Normal
93.0,99.86,Normal
95.0,96.33,Normal
96.0,99.29,Normal
85.7,92.24,Warning
58.4,98.33,Warning
177.7,94.45,Danger
136.0,82.19,Danger
51.1,98.82,Warning
69.0,91.75,Warning
51.6,99.34,Warning
45.8,86.06,Danger
22.9,93.55,Danger
166.2,83.02,Danger
93.0,99.25,Normal
58.8,99.62,Warning
63.0,99.37,Normal
39.6,80.31,Danger
55.0,96.35,Warning
139.7,87.92,Danger
54.6,96.46,Warning
124.7,73.34,Danger
45.0,92.52,Danger
99.0,96.87,Normal
95.0,97.06,Normal
94.7,80.39,Danger
68.0,96.41,Normal
85.0,95.1,Normal
78.6,70.95,Danger
82.0,95.97,Normal
76.0,95.31,Normal
77.0,95.7,Normal
65.0,96.08,Normal
20.4,80.61,Danger
51.7,97.96,Warning
83.1,71.28,Danger
95.0,96.91,Normal
44.3,97.66,Danger
170.4,93.44,Danger
51.5,96.71,Warning
54.3,98.51,Warning
172.9,97.45,Danger
91.0,99.17,Normal
56.9,98.14,Warning
69.0,99.02,Normal
107.0,99.85,Warning
57.6,96.15,Warning
71.0,98.02,Normal
117.7,97.94,Warning
56.6,83.31,Danger
96.4,91.28,Warning
94.0,77.68,Danger
83.0,96.07,Normal
31.1,95.5,Danger
29.3,82.17,Danger
138.4,85.02,Danger
79.0,98.09,Normal
99.8,90.81,Warning
70.4,74.13,Danger
95.0,97.37,Normal
68.0,95.0,Normal
27.5,89.53,Danger
66.0,95.8,Normal
72.2,82.95,Danger
170.6,96.06,Danger
53.8,98.12,Warning
71.4,93.02,Warning
140.0,99.48,Danger
74.0,98.08,Normal
71.0,97.1,Normal
75.0,97.61,Normal
81.0,95.22,Normal
68.0,98.27,Normal
60.7,92.84,Warning
96.0,96.78,Normal
71.6,91.8,Warning
75.0,97.25,Normal
36.1,84.66,Danger
71.7,93.58,Warning
43.0,95.48,Danger
78.0,96.09,Normal
93.0,99.67,Normal
88.7,92.11,Warning
79.0,96.25,Normal
85.0,99.51,Normal
55.7,99.2,Warning
82.6,91.85,Warning
69.8,87.53,Danger
113.7,99.55,Warning
106.1,98.43,Warning
76.0,99.23,Normal
89.8,91.02,Warning
65.0,96.9,Normal
102.7,95.8,Warning
58.2,99.5,Warning
52.1,95.99,Warning
80.9,71.91,Danger
92.0,98.82,Normal
74.0,89.02,Danger
107.9,98.93,Warning
80.0,96.45,Normal
20.6,81.52,Danger
20.6,95.78,Danger
62.0,99.47,Normal
78.0,97.83,Normal
61.4,91.8,Warning
95.1,75.55,Danger
60.0,96.03,Normal
77.2,90.94,Warning
77.0,98.48,Normal
64.0,97.74,Normal
114.3,97.82,Warning
110.1,98.72,Warning
96.0,95.12,Normal
